7.29E-03,1825
7.32E-03,1852
7.34E-03,1811
7.37E-03,1742
7.40E-03,1831
7.42E-03,1730
7.45E-03,1694
7.47E-03,1617
7.50E-03,1642
7.52E-03,1619
7.55E-03,1573
7.57E-03,1600
7.60E-03,1510
7.62E-03,1572
7.65E-03,1476
7.68E-03,1454
7.70E-03,1456
7.73E-03,1402
7.75E-03,1424
7.78E-03,1414
7.80E-03,1429
7.83E-03,1433
7.85E-03,1414
7.88E-03,1473
7.91E-03,1465
7.93E-03,1508
7.96E-03,1515
7.98E-03,1539
8.01E-03,1583
8.03E-03,1580
8.06E-03,1705
8.08E-03,1800
8.11E-03,1843
8.13E-03,1889
8.16E-03,1920
8.19E-03,1983
8.21E-03,2022
8.24E-03,2096
8.26E-03,2194
8.29E-03,2373
8.31E-03,2425
8.34E-03,2485
8.36E-03,2564
8.39E-03,2620
8.42E-03,2696
8.44E-03,2707
8.47E-03,2878
8.49E-03,3101
8.52E-03,3123
8.54E-03,3158
8.57E-03,3135
8.59E-03,3253
8.62E-03,3282
8.64E-03,3342
8.67E-03,3409
8.70E-03,3506
8.72E-03,3532
8.75E-03,3512
8.77E-03,3575
8.80E-03,3552
8.82E-03,3584
8.85E-03,3565
8.87E-03,3573
8.90E-03,3557
8.93E-03,3478
8.95E-03,3524
8.98E-03,3408
9.00E-03,3409
9.03E-03,3322
9.05E-03,3253
9.08E-03,3226
9.10E-03,3003
9.13E-03,3096
9.15E-03,2878
9.18E-03,2931
9.21E-03,2814
9.23E-03,2770
9.26E-03,2759
9.28E-03,2544
9.31E-03,2490
9.33E-03,2311
9.36E-03,2336
9.38E-03,2236
9.41E-03,2197
9.44E-03,2239
9.46E-03,2058
9.49E-03,2051
9.51E-03,1849
9.54E-03,1871
9.56E-03,1828
9.59E-03,1788
9.61E-03,1813
9.64E-03,1755
9.66E-03,1767
9.69E-03,1723
9.72E-03,1729
9.74E-03,1740
9.77E-03,1753
9.79E-03,1773
9.82E-03,1776
9.84E-03,1785
9.87E-03,1852
9.89E-03,1909
9.92E-03,2069
9.95E-03,2122
9.97E-03,2153
1.00E-02,2250
1.00E-02,2242
1.00E-02,2345
1.01E-02,2421
1.01E-02,2582
1.01E-02,2825
1.01E-02,2836
1.02E-02,2997
1.02E-02,2970
1.02E-02,3120
1.03E-02,3163
1.03E-02,3194
1.03E-02,3422
1.03E-02,3505
1.04E-02,3644
1.04E-02,3661
1.04E-02,3764
1.04E-02,3816
1.05E-02,3812
1.05E-02,4003
1.05E-02,4004
1.05E-02,4303
1.06E-02,4203
1.06E-02,4274
1.06E-02,4232
1.06E-02,4260
1.07E-02,4274
1.07E-02,4374
1.07E-02,4317
1.07E-02,4346
1.08E-02,4331
1.08E-02,4304
1.08E-02,4319
1.08E-02,4203
1.09E-02,4246
1.09E-02,3990
1.09E-02,4118
1.09E-02,3904
1.10E-02,3918
1.10E-02,3890
1.10E-02,3719
1.10E-02,3918
1.11E-02,3634
1.11E-02,3762
1.11E-02,3591
1.11E-02,3463
1.12E-02,3534
1.12E-02,3291
1.12E-02,3463
1.12E-02,3305
1.13E-02,3349
1.13E-02,3321
1.13E-02,3191
1.13E-02,3306
1.14E-02,3178
1.14E-02,3292
1.14E-02,3235
1.14E-02,3278
1.15E-02,3349
1.15E-02,3349
1.15E-02,3491
1.16E-02,3607
1.16E-02,3692
1.16E-02,3721
1.16E-02,3808
1.17E-02,3850
1.17E-02,3907
1.17E-02,4021
1.17E-02,4193
1.18E-02,4508
1.18E-02,4551
1.18E-02,4679
1.18E-02,4722
1.19E-02,4908
1.19E-02,4951
1.19E-02,5051
1.19E-02,5308
1.20E-02,5509
1.20E-02,5810
1.20E-02,5753
1.20E-02,5966
1.21E-02,5895
1.21E-02,6010
1.21E-02,6224
1.21E-02,6197
1.22E-02,6611
1.22E-02,6526
1.22E-02,6711
1.22E-02,6640
1.23E-02,6727
1.23E-02,6741
1.23E-02,6670
1.23E-02,6899
1.24E-02,6785
1.24E-02,6915
1.24E-02,6758
1.24E-02,6858
1.25E-02,6730
1.25E-02,6687
1.25E-02,6745
1.25E-02,6503
1.26E-02,6405
1.26E-02,6247
1.26E-02,6305
1.26E-02,6106
1.27E-02,6078
1.27E-02,6063
1.27E-02,5978
1.28E-02,5878
1.28E-02,5567
1.28E-02,5524
1.28E-02,5481
1.29E-02,5410
1.29E-02,5225
1.29E-02,5369
1.29E-02,5198
1.30E-02,5127
1.30E-02,5043
1.30E-02,5000
1.30E-02,5059
1.31E-02,5030
1.31E-02,5173
1.31E-02,5030
1.31E-02,5202
1.32E-02,5202
1.32E-02,5433
1.32E-02,5576
1.32E-02,5719
1.33E-02,5819
1.33E-02,5863
1.33E-02,6134
1.33E-02,6164
1.34E-02,6663
1.34E-02,7094
1.34E-02,7336
1.34E-02,7650
1.35E-02,7636
1.35E-02,7993
1.35E-02,8050
1.35E-02,8436
1.36E-02,8680
1.36E-02,9480
1.36E-02,9551
1.36E-02,9837
1.37E-02,10237
1.37E-02,10152
1.37E-02,10609
1.37E-02,10581
1.38E-02,11109
1.38E-02,11580
1.38E-02,11596
1.38E-02,12023
1.39E-02,11880
1.39E-02,12181
1.39E-02,12081
1.39E-02,12352
1.40E-02,12480
1.40E-02,12624
1.40E-02,12752
1.41E-02,12652
1.41E-02,12809
1.41E-02,12624
1.41E-02,12780
1.42E-02,12666
1.42E-02,12652
1.42E-02,12537
1.42E-02,12480
1.43E-02,12409
1.43E-02,12337
1.43E-02,12366
1.43E-02,12252
1.44E-02,12236
1.44E-02,12108
1.44E-02,12108
1.44E-02,12064
1.45E-02,12121
1.45E-02,12192
1.45E-02,12263
1.45E-02,12336
1.46E-02,12434
1.46E-02,12692
1.46E-02,13476
1.46E-02,13775
1.47E-02,14232
1.47E-02,14432
1.47E-02,14803
1.47E-02,15474
1.48E-02,15687
1.48E-02,17073
1.48E-02,18300
1.48E-02,19298
1.49E-02,20397
1.49E-02,20783
1.49E-02,21610
1.49E-02,22353
1.50E-02,23495
1.50E-02,24965
1.50E-02,28276
1.50E-02,29020
1.51E-02,31033
1.51E-02,32116
1.51E-02,31718
1.51E-02,34072
1.52E-02,34243
1.52E-02,36970
1.55E-02,39983
1.55E-02,42224
1.56E-02,43024
1.56E-02,43995
1.56E-02,45279
1.57E-02,46108
1.57E-02,47408
1.57E-02,48635
1.57E-02,51804
1.58E-02,52290
1.58E-02,53303
1.58E-02,54018
1.58E-02,54247
1.59E-02,54747
1.59E-02,55375
1.59E-02,56016
1.59E-02,56501
1.60E-02,56830
1.60E-02,57373
1.60E-02,57330
1.60E-02,58043
1.61E-02,58726
1.61E-02,58499
1.61E-02,58870
1.61E-02,58212
1.62E-02,57942
1.62E-02,57570
1.62E-02,57341
1.63E-02,56630
1.63E-02,54100
1.63E-02,52657
1.63E-02,51531
1.64E-02,49091
1.64E-02,48522
1.64E-02,47479
1.64E-02,47123
1.65E-02,46396
1.65E-02,45754
1.65E-02,44927
1.65E-02,43601
1.66E-02,42004
1.66E-02,41719
1.66E-02,41477
1.66E-02,41135
1.67E-02,40693
1.67E-02,40637
1.67E-02,40381
1.67E-02,40496
1.68E-02,41213
1.68E-02,41269
1.68E-02,42100
1.68E-02,42343
1.69E-02,42928
1.69E-02,43643
1.69E-02,44157
1.70E-02,46186
1.70E-02,49814
1.70E-02,50941
1.70E-02,51898
1.71E-02,53399
1.71E-02,53913
1.71E-02,54998
1.71E-02,56854
1.72E-02,59383
1.72E-02,61650
1.72E-02,62468
1.72E-02,65536
1.73E-02,65536
1.73E-02,65536
1.73E-02,65536
1.73E-02,65536
1.74E-02,65536
1.74E-02,65536
1.74E-02,65536
1.74E-02,65536
1.75E-02,65536
1.75E-02,65536
1.75E-02,65536
1.76E-02,65536
1.76E-02,65536
1.76E-02,65536
1.76E-02,65536
1.77E-02,65536
1.77E-02,65536
1.77E-02,65536
1.77E-02,65536
1.78E-02,65536
1.78E-02,65536
1.78E-02,65536
1.78E-02,65536
1.79E-02,65536
1.79E-02,65536
1.79E-02,65536
1.79E-02,65536
1.80E-02,65536
1.80E-02,65536
1.80E-02,65536
1.80E-02,65536
1.81E-02,65536
1.81E-02,65536
1.81E-02,65536
1.81E-02,65536
1.82E-02,65536
1.82E-02,65536
1.82E-02,65536
1.83E-02,65536
1.83E-02,65683
1.83E-02,63755
1.83E-02,62356
1.84E-02,61427
1.84E-02,59629
1.84E-02,56672
1.84E-02,52244
1.85E-02,51758
1.85E-02,50129
1.85E-02,49116
1.85E-02,47858
1.86E-02,47273
1.86E-02,46030
1.86E-02,44129
1.86E-02,42286
1.87E-02,41772
1.87E-02,41357
1.87E-02,41028
1.87E-02,40913
1.88E-02,40627
1.88E-02,40511
1.88E-02,40469
1.89E-02,41008
1.89E-02,41323
1.89E-02,41579
1.89E-02,41963
1.90E-02,42420
1.90E-02,42961
1.90E-02,43447
1.90E-02,44687
1.91E-02,47227
1.91E-02,47741
1.91E-02,48926
1.91E-02,49810
1.92E-02,49696
1.92E-02,50537
1.92E-02,50909
1.92E-02,52750
1.93E-02,54290
1.93E-02,55389
1.93E-02,56016
1.93E-02,56501
1.94E-02,56830
1.94E-02,57373
1.94E-02,57330
1.94E-02,58043
1.95E-02,58726
1.95E-02,58499
1.95E-02,58870
1.96E-02,58212
1.96E-02,58427
1.96E-02,57942
1.96E-02,57570
1.97E-02,57341
1.97E-02,55100
1.97E-02,54515
1.97E-02,53030
1.98E-02,53044
1.98E-02,52174
1.98E-02,51189
1.98E-02,50004
1.99E-02,48262
1.99E-02,44822
1.99E-02,42467
1.99E-02,41339
2.00E-02,40625
2.00E-02,39983
2.00E-02,38613
2.00E-02,38099
2.01E-02,35429
2.01E-02,32175
2.01E-02,30033
2.02E-02,28977
2.02E-02,27906
2.02E-02,27150
2.02E-02,25580
2.03E-02,24610
2.03E-02,23182
2.03E-02,20027
2.03E-02,19443
2.04E-02,18072
2.04E-02,17873
2.04E-02,17302
2.04E-02,16445
2.05E-02,16132
2.05E-02,15090
2.05E-02,13933
2.05E-02,13177
2.06E-02,12777
2.06E-02,12550
2.06E-02,12336
2.06E-02,12121
2.07E-02,11893
2.07E-02,11737
2.07E-02,11594
2.07E-02,11637
2.08E-02,11651
2.08E-02,11708
2.08E-02,11765
2.09E-02,11907
2.09E-02,11937
2.09E-02,12151
2.09E-02,12551
2.10E-02,12665
2.10E-02,12907
2.10E-02,12992
2.10E-02,13093
2.11E-02,13293
2.11E-02,13392
2.11E-02,13649
2.11E-02,13891
2.12E-02,13919
2.12E-02,14005
2.12E-02,13962
2.12E-02,14091
2.13E-02,14005
2.13E-02,14090
2.13E-02,13818
2.13E-02,13747
2.14E-02,13418
2.14E-02,13375
2.14E-02,13331
2.15E-02,12989
2.15E-02,13132
2.15E-02,12531
2.15E-02,12445
2.16E-02,11331
2.16E-02,11343
2.16E-02,10929
2.16E-02,10701
2.17E-02,10643
2.17E-02,10143
2.17E-02,10200
2.17E-02,9243
2.18E-02,8971
2.18E-02,8200
2.18E-02,8141
2.18E-02,7698
2.19E-02,7540
2.19E-02,7384
2.19E-02,6941
2.19E-02,6697
2.20E-02,5853
2.20E-02,5938
2.20E-02,5367
2.20E-02,5524
2.21E-02,5238
2.21E-02,5252
2.21E-02,5023
2.22E-02,4966
2.22E-02,4578
2.22E-02,4435
2.22E-02,4548
2.23E-02,4447
2.23E-02,4547
2.23E-02,4390
2.23E-02,4433
2.24E-02,4389
2.24E-02,4459
2.24E-02,4629
2.24E-02,4672
2.25E-02,4758
2.25E-02,4829
2.25E-02,4900
2.25E-02,4884
2.26E-02,5140
2.26E-02,5269
2.26E-02,5439
2.26E-02,5553
2.27E-02,5553
2.27E-02,5681
2.27E-02,5781
2.28E-02,5881
2.28E-02,5938
2.28E-02,6279
2.28E-02,6192
2.29E-02,6420
2.29E-02,6363
2.29E-02,6463
2.29E-02,6548
2.30E-02,6420
2.30E-02,6648
2.30E-02,6504
2.30E-02,6648
2.31E-02,6461
2.31E-02,6547
2.31E-02,6518
2.31E-02,6362
2.32E-02,6490
2.32E-02,6133
2.32E-02,6289
2.32E-02,5818
2.33E-02,5946
2.33E-02,5688
2.33E-02,5617
2.33E-02,5603
2.34E-02,5317
2.34E-02,5375
2.34E-02,4803
2.35E-02,4961
2.35E-02,4504
2.35E-02,4675
2.35E-02,4417
2.36E-02,4388
2.36E-02,4317
2.36E-02,4002
2.36E-02,3874
2.37E-02,3517
2.37E-02,3618
2.37E-02,3303
2.37E-02,3446
2.38E-02,3147
2.38E-02,3161
2.38E-02,2974
2.38E-02,2846
2.39E-02,2775
2.39E-02,2676
2.39E-02,2747
2.39E-02,2590
2.40E-02,2704
2.40E-02,2532
2.40E-02,2647
2.41E-02,2576
2.41E-02,2661
2.41E-02,2633
2.41E-02,2676
2.42E-02,2732
2.42E-02,2704
2.42E-02,2818
2.42E-02,2789
2.43E-02,3003
2.43E-02,2974
2.43E-02,3145
2.43E-02,3117
2.44E-02,3246
2.44E-02,3246
2.44E-02,3360
2.44E-02,3474
2.45E-02,3602
2.45E-02,3874
2.45E-02,3674
2.45E-02,3817
2.46E-02,3745
2.46E-02,3889
2.46E-02,3803
2.46E-02,3988
2.47E-02,4017
2.47E-02,4088
2.47E-02,4045
2.48E-02,3960
2.48E-02,4102
2.48E-02,3974
2.48E-02,4116
2.49E-02,3816
2.49E-02,4017
2.49E-02,3702
2.49E-02,3930
2.50E-02,3759
2.50E-02,3787
2.50E-02,3716
2.50E-02,3617
2.51E-02,3702
2.51E-02,3316
2.51E-02,3458
2.51E-02,3115
2.52E-02,3302
2.52E-02,3001
2.52E-02,3087
2.52E-02,2859
2.53E-02,2802
2.53E-02,2559
2.53E-02,2416
2.54E-02,2459
2.54E-02,2230
2.54E-02,2372
2.54E-02,2087
2.55E-02,2230
2.55E-02,1973
2.55E-02,1944
2.55E-02,1844
2.56E-02,1815
2.56E-02,1801
2.56E-02,1716
2.56E-02,1787
2.57E-02,1645
2.57E-02,1744
2.57E-02,1630
2.57E-02,1716
2.58E-02,1673
2.58E-02,1702
2.58E-02,1716
2.58E-02,1702
2.59E-02,1787
2.59E-02,1773
2.59E-02,1944
2.59E-02,1887
2.60E-02,2043
2.60E-02,2086
